timestamp,Stress,SnLeftClicked,SnMouseAct,SnKeyStrokes,SnChars,SnAppChange,SnTabfocusChange,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,CharactersRatio,ErrorKeyRatio,SnRightClicked,SnDoubleClicked,SnWheel,SnMouseDistance,SnKeyStrokes/s,SnChars/s,Balance
20120918T140100000,4.1,0.0,0.0,184.0,140.0,0.0,0.0,44.0,0.0,10.0,0.0,28.0,0.76087,0.059524,0.0,0.0,0.0,0.0,3.066666666666667,2.3333333333333335,0.0
20120918T140200000,4.1,0.0,0.0,130.0,102.0,0.0,0.0,28.0,0.0,5.0,0.0,21.0,0.784615,0.04065,0.0,0.0,0.0,0.0,2.1666666666666665,1.7,0.0
20120918T140300000,4.1,0.0,0.0,206.0,164.0,0.0,0.0,42.0,0.0,7.0,0.0,29.0,0.796117,0.036269,0.0,0.0,0.0,0.0,3.433333333333333,2.7333333333333334,0.0
20120918T140400000,4.1,9.0,20.0,33.0,24.0,5.0,2.0,9.0,0.0,0.0,0.0,7.0,0.727273,0.0,0.0,0.0,7.0,10204.76918,0.55,0.4,0.5882352941176471
20120918T140500000,4.1,14.0,21.0,47.0,18.0,16.0,0.0,29.0,0.0,1.0,0.0,9.0,0.382979,0.037037,0.0,1.0,0.0,14446.13115,0.7833333333333333,0.3,0.4375
20120918T140600000,4.1,3.0,6.0,108.0,72.0,1.0,0.0,36.0,9.0,10.0,0.0,11.0,0.666667,0.120482,0.0,0.0,1.0,4846.073218,1.8,1.2,0.05504587155963303
20120918T140700000,4.1,7.0,7.0,66.0,40.0,7.0,0.0,26.0,0.0,8.0,0.0,13.0,0.606061,0.150943,0.0,0.0,0.0,5628.51418,1.1,0.6666666666666666,0.1044776119402985
20120918T142800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T142900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T143000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T143100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T143200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T143300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T143600000,5.9,7.0,12.0,56.0,33.0,7.0,1.0,23.0,0.0,12.0,0.0,4.0,0.589286,0.324324,0.0,4.0,0.0,6031.193541,0.9333333333333333,0.55,0.21052631578947367
20120918T143700000,5.9,4.0,14.0,7.0,0.0,1.0,2.0,7.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,9.0,9144.832408,0.11666666666666667,0.0,1.75
20120918T143800000,5.9,7.0,23.0,15.0,10.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,0.666667,0.0,0.0,0.0,14.0,1313.888745,0.25,0.16666666666666666,1.4375
20120918T143900000,5.9,7.0,8.0,34.0,28.0,7.0,0.0,6.0,0.0,0.0,0.0,5.0,0.823529,0.0,0.0,0.0,1.0,62011.25777,0.5666666666666667,0.4666666666666667,0.22857142857142856
20120918T144000000,5.9,3.0,3.0,111.0,70.0,4.0,0.0,41.0,13.0,11.0,0.0,16.0,0.630631,0.127907,0.0,0.0,0.0,23252.54705,1.85,1.1666666666666667,0.026785714285714284
20120918T144100000,5.9,11.0,18.0,89.0,70.0,10.0,2.0,19.0,0.0,2.0,0.0,11.0,0.786517,0.024691,0.0,0.0,7.0,12970.16393,1.4833333333333334,1.1666666666666667,0.2
20120918T144200000,5.9,11.0,22.0,88.0,69.0,6.0,3.0,19.0,0.0,0.0,0.0,12.0,0.784091,0.0,0.0,0.0,9.0,13006.57446,1.4666666666666666,1.15,0.24719101123595505
20120918T144300000,5.9,10.0,29.0,25.0,11.0,6.0,2.0,14.0,0.0,2.0,0.0,3.0,0.44,0.142857,0.0,0.0,15.0,18565.8199,0.4166666666666667,0.18333333333333332,1.1153846153846154
20120918T144400000,5.9,8.0,19.0,56.0,39.0,6.0,2.0,17.0,0.0,2.0,0.0,10.0,0.696429,0.040816,0.0,0.0,11.0,12333.71254,0.9333333333333333,0.65,0.3333333333333333
20120918T144500000,5.9,6.0,12.0,15.0,11.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,0.733333,0.0,0.0,0.0,6.0,7474.4362,0.25,0.18333333333333332,0.75
20120918T144600000,5.9,10.0,27.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18096.55137,0.0,0.0,27.0
20120918T144700000,5.9,10.0,13.0,118.0,89.0,10.0,0.0,29.0,0.0,5.0,0.0,17.0,0.754237,0.04717,0.0,0.0,1.0,956.383492,1.9666666666666666,1.4833333333333334,0.1092436974789916
20120918T144800000,5.9,8.0,13.0,78.0,60.0,7.0,0.0,18.0,0.0,3.0,0.0,10.0,0.769231,0.042857,0.0,0.0,5.0,961.764356,1.3,1.0,0.16455696202531644
20120918T144900000,5.9,2.0,2.0,147.0,116.0,1.0,0.0,31.0,0.0,3.0,1.0,22.0,0.789116,0.021739,0.0,0.0,0.0,11156.18191,2.45,1.9333333333333333,0.013513513513513514
20120918T145000000,5.9,17.0,22.0,69.0,44.0,10.0,1.0,25.0,9.0,3.0,0.0,9.0,0.637681,0.056604,0.0,3.0,2.0,11847.59646,1.15,0.7333333333333333,0.3142857142857143
20120918T145100000,5.9,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4632.838687,0.0,0.0,9.0
20120918T145200000,5.9,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3468.993833,0.0,0.0,5.0
20120918T145300000,5.9,8.0,15.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9052.294554,0.0,0.0,15.0
20120918T145400000,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T145500000,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T145600000,5.9,9.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8890.797789,0.0,0.0,12.0
20120918T145700000,5.9,10.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8118.125686,0.0,0.0,10.0
20120918T145800000,5.9,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.23527,0.0,0.0,3.0
20120918T145900000,5.9,6.0,9.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5809.353305,0.0,0.0,9.0
20120918T150000000,5.9,13.0,27.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,15932.47292,0.0,0.0,27.0
20120918T150100000,5.9,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17599.22606,0.0,0.0,22.0
20120918T150200000,5.9,20.0,35.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.827555,0.0,0.0,35.0
20120918T152300000,0.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3357.684334,0.0,0.0,4.0
20120918T152400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T152500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T152600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T152700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T152800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120918T153300000,3.5,9.0,23.0,57.0,41.0,5.0,4.0,16.0,0.0,2.0,0.0,5.0,0.719298,0.043478,0.0,2.0,4.0,15518.96364,0.95,0.6833333333333333,0.39655172413793105
20120918T153400000,3.5,6.0,15.0,62.0,41.0,6.0,0.0,21.0,0.0,0.0,0.0,10.0,0.66129,0.0,0.0,0.0,9.0,11507.13144,1.0333333333333334,0.6833333333333333,0.23809523809523808
20120918T153500000,3.5,0.0,0.0,123.0,90.0,0.0,0.0,33.0,7.0,4.0,0.0,18.0,0.731707,0.037037,0.0,0.0,0.0,0.0,2.05,1.5,0.0
20120918T153600000,3.5,2.0,3.0,125.0,98.0,2.0,0.0,27.0,0.0,3.0,0.0,20.0,0.784,0.025424,0.0,0.0,1.0,2207.419466,2.0833333333333335,1.6333333333333333,0.023809523809523808
20120918T153700000,3.5,4.0,18.0,59.0,41.0,3.0,2.0,18.0,0.0,1.0,0.0,11.0,0.694915,0.019231,0.0,0.0,14.0,15429.33482,0.9833333333333333,0.6833333333333333,0.3
20120918T153800000,3.5,13.0,17.0,64.0,45.0,3.0,0.0,19.0,0.0,2.0,1.0,12.0,0.703125,0.035088,0.0,0.0,0.0,7393.342855,1.0666666666666667,0.75,0.26153846153846155
20120918T153900000,3.5,10.0,12.0,67.0,35.0,8.0,3.0,32.0,0.0,6.0,0.0,6.0,0.522388,0.146341,0.0,0.0,0.0,697.754016,1.1166666666666667,0.5833333333333334,0.17647058823529413
20120918T154000000,3.5,7.0,13.0,69.0,38.0,1.0,0.0,31.0,14.0,1.0,0.0,7.0,0.550725,0.022222,0.0,0.0,0.0,6308.869905,1.15,0.6333333333333333,0.18571428571428572
20120918T154100000,3.5,12.0,36.0,33.0,19.0,8.0,1.0,14.0,1.0,1.0,0.0,6.0,0.575758,0.04,0.0,0.0,20.0,23817.53169,0.55,0.31666666666666665,1.0588235294117647
20120918T154200000,3.5,3.0,7.0,136.0,104.0,0.0,0.0,32.0,4.0,9.0,0.0,15.0,0.764706,0.07563,0.0,0.0,0.0,292.793143,2.2666666666666666,1.7333333333333334,0.051094890510948905
20120918T154300000,3.5,6.0,8.0,86.0,63.0,2.0,0.0,23.0,0.0,3.0,0.0,13.0,0.732558,0.039474,0.0,0.0,2.0,4756.963282,1.4333333333333333,1.05,0.09195402298850575
20120918T154400000,3.5,3.0,14.0,58.0,44.0,2.0,0.0,14.0,0.0,7.0,0.0,6.0,0.758621,0.14,0.0,0.0,7.0,9703.812274,0.9666666666666667,0.7333333333333333,0.23728813559322035
20120918T154500000,3.5,5.0,13.0,93.0,75.0,4.0,0.0,18.0,0.0,1.0,0.0,12.0,0.806452,0.011494,0.0,0.0,6.0,9149.473768,1.55,1.25,0.13829787234042554
20120918T154600000,3.5,0.0,0.0,107.0,77.0,0.0,0.0,30.0,0.0,6.0,0.0,17.0,0.719626,0.06383,0.0,0.0,0.0,0.0,1.7833333333333334,1.2833333333333334,0.0
20120918T154700000,3.5,2.0,3.0,131.0,106.0,2.0,0.0,25.0,0.0,1.0,0.0,19.0,0.80916,0.008,0.0,0.0,1.0,2752.846428,2.183333333333333,1.7666666666666666,0.022727272727272728
20120918T154800000,3.5,1.0,3.0,166.0,118.0,0.0,0.0,48.0,0.0,6.0,0.0,27.0,0.710843,0.041379,0.0,0.0,0.0,150.304992,2.7666666666666666,1.9666666666666666,0.017964071856287425
20120918T154900000,3.5,5.0,5.0,116.0,93.0,3.0,0.0,23.0,0.0,1.0,0.0,17.0,0.801724,0.009091,0.0,0.0,0.0,3487.353959,1.9333333333333333,1.55,0.042735042735042736
20120918T155000000,3.5,5.0,7.0,140.0,112.0,2.0,0.0,28.0,0.0,1.0,1.0,20.0,0.8,0.007576,0.0,2.0,0.0,27089.0681,2.3333333333333335,1.8666666666666667,0.04964539007092199
20120918T155100000,3.5,5.0,10.0,103.0,81.0,3.0,1.0,22.0,0.0,4.0,0.0,13.0,0.786408,0.042553,0.0,3.0,2.0,5712.729042,1.7166666666666666,1.35,0.09615384615384616
20120918T155200000,3.5,17.0,21.0,44.0,31.0,7.0,2.0,13.0,0.0,4.0,0.0,5.0,0.704545,0.111111,0.0,0.0,4.0,12749.42423,0.7333333333333333,0.5166666666666667,0.4666666666666667
20120918T155300000,3.5,3.0,3.0,114.0,79.0,4.0,0.0,35.0,3.0,11.0,0.0,15.0,0.692982,0.117021,0.0,0.0,0.0,2333.011429,1.9,1.3166666666666667,0.02608695652173913
20120918T155400000,3.5,0.0,0.0,192.0,152.0,0.0,0.0,40.0,0.0,6.0,0.0,31.0,0.791667,0.032787,0.0,0.0,0.0,0.0,3.2,2.533333333333333,0.0
20120918T155500000,3.5,0.0,0.0,178.0,135.0,0.0,0.0,43.0,0.0,6.0,0.0,31.0,0.758427,0.036145,0.0,0.0,0.0,0.0,2.966666666666667,2.25,0.0
20120918T155600000,3.5,0.0,0.0,172.0,123.0,0.0,0.0,49.0,7.0,11.0,0.0,27.0,0.715116,0.073333,0.0,0.0,0.0,0.0,2.8666666666666667,2.05,0.0
20120918T155700000,3.5,0.0,0.0,153.0,119.0,0.0,0.0,34.0,0.0,5.0,0.0,23.0,0.777778,0.035211,0.0,0.0,0.0,0.0,2.55,1.9833333333333334,0.0
20120918T155800000,3.5,0.0,0.0,209.0,157.0,0.0,0.0,52.0,9.0,6.0,0.0,33.0,0.751196,0.031579,0.0,0.0,0.0,0.0,3.4833333333333334,2.6166666666666667,0.0
20120918T155900000,3.5,3.0,5.0,138.0,97.0,1.0,0.0,41.0,7.0,6.0,0.0,25.0,0.702899,0.04918,0.0,0.0,0.0,2784.545932,2.3,1.6166666666666667,0.03597122302158273
20120918T160000000,3.5,5.0,5.0,120.0,73.0,5.0,0.0,47.0,0.0,12.0,0.0,19.0,0.608333,0.130435,0.0,0.0,0.0,31095.94663,2.0,1.2166666666666666,0.04132231404958678
20120918T160100000,3.5,0.0,0.0,204.0,152.0,0.0,0.0,52.0,0.0,12.0,0.0,34.0,0.745098,0.064516,0.0,0.0,0.0,0.0,3.4,2.533333333333333,0.0
20120918T160200000,3.5,0.0,0.0,229.0,178.0,0.0,0.0,51.0,0.0,13.0,0.0,33.0,0.777293,0.061611,0.0,0.0,0.0,0.0,3.816666666666667,2.966666666666667,0.0
20120918T160300000,3.5,1.0,5.0,88.0,71.0,0.0,0.0,17.0,0.0,4.0,0.0,11.0,0.806818,0.04878,0.0,0.0,4.0,31270.73627,1.4666666666666666,1.1833333333333333,0.056179775280898875
20120918T160400000,3.5,9.0,11.0,6.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.666667,0.0,0.0,0.0,2.0,4921.090035,0.1,0.06666666666666667,1.5714285714285714
20120918T160500000,3.5,18.0,30.0,25.0,19.0,15.0,6.0,6.0,0.0,0.0,1.0,1.0,0.76,0.0,3.0,1.0,2.0,18301.65067,0.4166666666666667,0.31666666666666665,1.1538461538461537
20120918T160600000,3.5,8.0,9.0,64.0,40.0,6.0,0.0,24.0,0.0,2.0,0.0,7.0,0.625,0.042553,0.0,0.0,1.0,5020.602311,1.0666666666666667,0.6666666666666666,0.13846153846153847
20120918T160700000,3.5,8.0,12.0,77.0,46.0,5.0,0.0,31.0,7.0,4.0,4.0,7.0,0.597403,0.075472,0.0,0.0,0.0,7389.393818,1.2833333333333334,0.7666666666666667,0.15384615384615385
20120918T160800000,3.5,17.0,20.0,64.0,37.0,11.0,0.0,27.0,0.0,14.0,3.0,1.0,0.578125,0.368421,0.0,1.0,0.0,14417.5052,1.0666666666666667,0.6166666666666667,0.3076923076923077
20120918T160900000,3.5,11.0,17.0,66.0,41.0,8.0,0.0,25.0,0.0,4.0,0.0,7.0,0.621212,0.083333,0.0,1.0,1.0,12449.8726,1.1,0.6833333333333333,0.2537313432835821
20120918T161000000,3.5,7.0,7.0,68.0,44.0,6.0,0.0,24.0,7.0,6.0,0.0,6.0,0.647059,0.12,0.0,0.0,0.0,5513.239647,1.1333333333333333,0.7333333333333333,0.10144927536231885
20120918T161100000,3.5,12.0,14.0,61.0,45.0,9.0,0.0,16.0,0.0,1.0,0.0,5.0,0.737705,0.02,0.0,0.0,0.0,977.980587,1.0166666666666666,0.75,0.22580645161290322
20120918T161200000,3.5,12.0,18.0,52.0,28.0,7.0,1.0,24.0,0.0,1.0,3.0,5.0,0.538462,0.030303,0.0,0.0,4.0,11602.94704,0.8666666666666667,0.4666666666666667,0.33962264150943394
20120918T161300000,3.5,13.0,21.0,21.0,13.0,4.0,0.0,8.0,0.0,2.0,1.0,3.0,0.619048,0.125,0.0,0.0,4.0,1515.235149,0.35,0.21666666666666667,0.9545454545454546
20120918T161400000,3.5,0.0,0.0,181.0,128.0,0.0,0.0,53.0,0.0,18.0,0.0,32.0,0.707182,0.1125,0.0,0.0,0.0,0.0,3.0166666666666666,2.1333333333333333,0.0
20120919T131200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120919T131300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120919T131400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120919T131500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120919T131600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
